2950288
STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT09,WT11
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-10,,,,,0.45,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-12,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-13,,,,,0.6,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-16,,3,0,,,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-17,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-18,,,,,0.3,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-24,,6,1.03,,,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-25,,,,,0.77,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-26,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-27,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-29,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-30,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-03-31,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-01,,,,,0.67,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-02,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-03,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-04,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-05,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-06,,,,,0.42,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-07,,,,,0.58,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-08,,,,,0.8,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-09,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-10,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-11,,,,,0.06,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-12,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-13,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-14,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0044,"NORTH KINGSTON 1.5 SSW, RI US",41.53559,-71.46016,32,2022-04-15,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-01,,,,,0.07,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-02,,,,,0.56,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-03,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-04,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-05,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-06,,,,,0.41,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-07,,,,,0.15,1.9,1.9,,,,,,,0.2,0.2,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-08,,,,,,2.5,3.5,,,,,,,0.4,0.3,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-09,,,,,0,0,2,,,,,,,0.2,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-10,,,,,0.18,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-11,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-12,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-13,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-14,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-15,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-16,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-17,,,,,0.87,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-18,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-19,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-20,,,,,0.17,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-21,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-22,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-23,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-24,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-25,,,,,0.09,0.8,1,,,,,,,0.1,0.1,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-26,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-27,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-28,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-29,,,,,0.29,3,3,,,,,,,0.3,0.3,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-30,,,,,0.69,13,13,,,,,,,1.4,1.4,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-01-31,,,,,0,0,10,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-01,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-02,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-03,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-04,,,,,0.58,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-05,,,,,1.1,0,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-06,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-07,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-08,,,,,1.41,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-09,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-10,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-11,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-13,,,,,0.04,0.6,,,,,,,,,0.1,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-14,,,,,0.31,4.6,,,,,,,,,0.3,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-15,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-16,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-17,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-18,,,,,0.58,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-19,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-20,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-22,,2,0,,,,0,,,,,,,0,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-23,,,,,0.66,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-24,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-25,,,,,0.43,0.6,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-26,,,,,,0.2,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-27,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-02-28,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-01,,,,,0,0,0,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-02,,,,,0,0,0,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-03,,,,,0.11,0,0,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-04,,,,,0,0,0,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-05,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-06,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-07,,,,,0.19,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-08,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-09,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-10,,,,,0.38,0,0,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-11,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-12,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-13,,,,,0.57,0,0,,,,,,,,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-14,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-15,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-16,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-17,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-18,,,,,0.21,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-19,,,,,0.01,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-20,,,,,0.11,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-21,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-22,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-23,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-24,,,,,0.82,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-25,,,,,0.56,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-26,,,,,0.02,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-27,,,,,0.13,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-30,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-03-31,,,,,0.38,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-02,,2,0.45,,,,0,,,,,,,0,,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-03,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-04,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-05,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-06,,,,,0.59,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-07,,,,,0.35,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-08,,,,,0.56,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-09,,,,,0.02,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-10,,,,,0.06,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-11,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-12,,,,,0.03,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-13,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-14,,,,,0,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0047,"WESTERLY 0.8 WNW, RI US",41.377046,-71.823292,33.2,2022-04-15,,,,,0.09,0,,,,,,,,,0,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-01-02,,10,1.21,,,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-01-04,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-01-05,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-01-06,,,,,0.46,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-01-16,,,,,0,0,0,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-19,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-20,,,,,0.43,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-21,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-22,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-23,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-24,,,,,0.55,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-25,,,,,0.84,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-26,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-27,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-29,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-30,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-03-31,,,,,0.01,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-01,,,,,0.5,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-02,,,,,0.01,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-03,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-04,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-06,,,,,0.2,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-07,,,,,0.49,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-08,,,,,0.88,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-09,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-10,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-11,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-12,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-13,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-14,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-15,,,,,0.08,,,,,,,,,,,,,,,,,,,,
US1RIWS0040,"EXETER 1.0 NE, RI US",41.5870476,-71.5258825,80.2,2022-04-16,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-01,,,,,0.04,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-02,,,,,0.44,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-03,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-04,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-05,,,,,0,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-06,,,,,0.37,0,0,,,,,,,0,0,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-07,,,,,0.21,2.5,2.5,,,,,,,0.2,0.2,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-08,,,,,0.16,2.5,3,,,,,,,0.3,0.2,,,,,,,,,,
US1RIWS0042,"RICHMOND 4.6 NNE, RI US",41.5576,-71.6398,107,2022-01-09,,,,,0,0,3,,,,,,,,0,,,,,,,,,,
